,location,total_sqft,bath,price,BHK
8995,Thanisandra,3500.0,5.0,160.0,6
8996,Thanisandra,1573.0,3.0,95.0,3
8997,Thanisandra,1917.0,3.0,122.0,3
8998,Thanisandra,693.0,1.0,34.3,1
8999,Thanisandra,1098.0,2.0,68.0,2
9000,Thanisandra,760.0,1.0,50.3,1
9003,Thanisandra,2002.0,3.0,112.0,3
9008,Thanisandra,1697.0,3.0,115.0,3
9009,Thanisandra,1380.0,1.0,62.1,1
9010,Thanisandra,923.0,1.0,60.84,1
9012,Thanisandra,923.0,1.0,45.69,1
9014,Thanisandra,1296.0,2.0,72.0,2
9016,Thanisandra,1698.0,3.0,102.0,3
9017,Thanisandra,1411.0,3.0,93.04,3
9018,Thanisandra,1996.0,3.0,135.0,3
9019,Thanisandra,1801.0,3.0,115.0,3
9020,Thanisandra,1265.0,2.0,82.0,2
9022,Thanisandra,1917.0,4.0,113.0,3
9023,Thanisandra,662.0,1.0,42.0,1
9025,Thanisandra,1948.0,3.0,130.0,3
9027,Thanisandra,1098.0,2.0,74.0,2
9029,Thanisandra,1564.0,3.0,104.0,3
9035,Thanisandra,2127.0,3.0,135.0,3
9037,Thanisandra,1276.0,2.0,75.0,2
9038,Thanisandra,693.0,1.0,34.3,1
9039,Thanisandra,2259.0,5.0,135.0,4
9040,Thanisandra,1265.0,2.0,78.0,2
9042,Thanisandra,934.0,2.0,55.0,2
9043,Thanisandra,1056.0,2.0,68.0,2
9044,Thanisandra,1595.0,3.0,110.0,3
9045,Thanisandra,1411.0,3.0,93.15,3
9046,Thanisandra,1093.0,2.0,68.1,2
9048,Thanisandra,1093.0,2.0,72.0,2
9050,Thanisandra,1698.0,3.0,107.0,3
9051,Thanisandra,1564.0,3.0,105.0,3
9052,Thanisandra,1265.0,2.0,83.0,2
9053,Thanisandra,784.0,1.0,35.285,1
9054,Thanisandra,965.0,2.0,56.0,2
9055,Thanisandra,1546.0,3.0,95.0,3
9056,Thanisandra,777.0,1.0,38.535,1
9057,Thanisandra,1697.0,3.0,110.0,3
9058,Thanisandra,1492.0,3.0,88.0,3
9059,Thanisandra,2072.0,3.0,122.0,3
9060,Thanisandra,1880.0,3.0,120.0,3
9061,Thanisandra,760.0,1.0,50.0,1
9063,Thanisandra,933.0,2.0,58.0,1
9064,Thanisandra,1917.0,3.0,110.0,3
9065,Thanisandra,1996.0,4.0,123.0,3
9066,Thanisandra,1183.0,2.0,77.25,2
9067,Thanisandra,1491.0,3.0,88.0,3
9069,Thanisandra,662.0,1.0,29.0,1
9071,Thanisandra,1564.0,3.0,100.0,3
9072,Thanisandra,662.0,1.0,45.0,1
9073,Thanisandra,1573.0,3.0,98.0,3
9074,Thanisandra,1262.0,2.0,83.0,3
9075,Thanisandra,1056.0,2.0,65.0,2
9077,Thanisandra,1702.0,3.0,115.0,3
9078,Thanisandra,1343.0,2.0,75.0,2
9079,Thanisandra,1935.0,4.0,122.0,3
9080,Thanisandra,933.0,2.0,55.0,2
9081,Thanisandra,1183.0,2.0,77.3,2
9082,Thanisandra,662.0,1.0,38.0,1
9083,Thanisandra,1265.0,2.0,72.0,2
9084,Thanisandra,1595.0,3.0,105.0,3
9086,Thanisandra,580.0,1.0,27.5,1
9087,Thanisandra,2087.0,4.0,139.0,3
9089,Thanisandra,1098.0,2.0,71.0,2
9090,Thanisandra,1411.0,3.0,93.25,3
9093,Thanisandra,1732.0,3.0,112.0,3
9094,Thanisandra,933.0,1.0,61.0,1
9095,Thanisandra,1702.0,3.0,107.0,3
9096,Thanisandra,747.0,1.0,34.355,1
9097,Thanisandra,2030.0,4.0,125.0,3
9099,Thanisandra,1948.0,4.0,129.0,4
9100,Thanisandra,1573.0,3.0,90.0,3
9101,Thanisandra,1056.0,2.0,70.0,2
9102,Thanisandra,1595.0,3.0,96.0,3
9105,Thanisandra,1245.0,2.0,83.05,2
9106,Thanisandra,1261.0,2.0,80.0,3
9107,Thanisandra,1884.0,4.0,117.0,3
9108,Thanisandra,965.0,2.0,54.0,2
9109,Thanisandra,1930.0,4.0,122.0,3
9110,Thanisandra,777.0,1.0,38.46,1
9112,Thanisandra,1930.0,4.0,120.0,3
9113,Thanisandra,760.0,1.0,50.4,1
9114,Thanisandra,663.0,1.0,32.82,1
9115,Thanisandra,1801.0,3.0,115.0,3
9116,Thanisandra,1806.0,6.0,116.0,3
9117,Thanisandra,3671.0,4.0,220.0,4
9119,Thanisandra,1305.0,2.0,90.0,2
9120,Thanisandra,1965.0,4.0,125.0,3
9121,Thanisandra,1573.0,3.0,100.0,3
9124,Thanisandra,1917.0,4.0,130.0,4
9126,Thigalarapalya,3122.0,6.0,230.0,4
9128,Thigalarapalya,1297.0,2.0,103.0,2
9129,Thigalarapalya,1418.0,2.0,95.0,2
9130,Thigalarapalya,3122.0,6.0,235.0,4
9131,Thigalarapalya,3122.0,6.0,245.0,4
9133,Thigalarapalya,1418.0,2.0,103.0,2
9134,Thigalarapalya,1418.0,2.0,101.0,2
9135,Thigalarapalya,1418.0,2.0,104.0,2
9137,Thigalarapalya,3122.0,5.0,225.0,4
9138,Thigalarapalya,2912.0,6.0,210.0,4
9139,Thigalarapalya,1418.0,2.0,103.0,2
9140,Thigalarapalya,2072.0,4.0,159.0,3
9142,Thigalarapalya,1418.0,2.0,106.0,2
9144,Thigalarapalya,1418.0,2.0,104.0,2
9145,Thigalarapalya,3122.0,6.0,237.0,4
9146,Thigalarapalya,1418.0,2.0,105.0,2
9147,Thigalarapalya,1418.0,2.0,104.0,2
9150,Thigalarapalya,1418.0,2.0,106.0,2
9151,Thigalarapalya,2072.0,4.0,155.0,3
9152,Thigalarapalya,1830.0,4.0,135.0,3
9153,Thigalarapalya,1418.0,2.0,105.0,2
9154,Thigalarapalya,2072.0,4.0,160.0,3
9158,Thigalarapalya,2072.0,4.0,160.0,3
9159,Thigalarapalya,2072.0,4.0,155.0,3
9160,Thigalarapalya,3122.0,6.0,235.0,4
9161,Thigalarapalya,2072.0,4.0,153.0,3
9163,Thigalarapalya,2072.0,4.0,157.0,3
9164,Thigalarapalya,1418.0,2.0,105.0,2
9165,Thigalarapalya,3362.0,5.0,249.0,4
9166,Thigalarapalya,3122.0,6.0,245.0,4
9169,Thigalarapalya,4190.0,4.0,325.0,4
9173,Thigalarapalya,1400.0,2.0,105.0,2
9175,Thigalarapalya,1297.0,2.0,98.0,2
9177,Thubarahalli,3800.0,4.0,239.0,4
9178,Thubarahalli,1200.0,2.0,78.0,2
9179,Thubarahalli,1128.0,2.0,75.0,2
9180,Thubarahalli,1185.0,2.0,65.0,2
9181,Thubarahalli,975.0,2.0,55.0,2
9182,Thubarahalli,1330.0,2.0,75.0,2
9183,Thubarahalli,1085.0,2.0,70.0,2
9184,Thubarahalli,1216.0,2.0,80.0,2
9185,Thubarahalli,1200.0,2.0,79.0,2
9186,Thubarahalli,1200.0,2.0,80.0,2
9187,Thubarahalli,1200.0,2.0,79.55,2
9189,Thubarahalli,2625.0,3.0,175.0,3
9190,Thubarahalli,975.0,2.0,50.0,2
9192,Thubarahalli,1584.0,3.0,101.0,3
9193,Thyagaraja Nagar,800.0,1.0,100.0,1
9194,Thyagaraja Nagar,2000.0,4.0,145.0,5
9195,Thyagaraja Nagar,1270.0,2.0,95.25,3
9196,Thyagaraja Nagar,1040.0,2.0,68.0,2
9197,Tindlu,1500.0,2.0,87.0,3
9198,Tindlu,7500.0,7.0,400.0,7
9199,Tindlu,1357.0,2.0,65.0,3
9200,Tindlu,1500.0,3.0,87.0,3
9201,Tindlu,1370.07,3.0,65.0,3
9202,Tindlu,1165.0,2.0,59.8,2
9203,Tindlu,1050.0,2.0,55.0,2
9204,Tindlu,1100.0,2.0,55.0,2
9205,Tumkur Road,1500.0,3.0,95.0,3
9206,Tumkur Road,1779.0,3.0,112.0,3
9207,Tumkur Road,1586.0,3.0,100.0,3
9208,Tumkur Road,1098.0,2.0,72.0,2
9209,Tumkur Road,1354.0,3.0,90.0,3
9210,Tumkur Road,1240.0,2.0,84.0,3
9211,Tumkur Road,1239.0,2.0,82.0,2
9212,Tumkur Road,1246.0,2.0,82.0,2
9213,Tumkur Road,1500.0,3.0,100.0,3
9215,Tumkur Road,1416.0,3.0,94.0,3
9216,Tumkur Road,1027.0,2.0,60.0,2
9217,Tumkur Road,1027.0,2.0,68.62,2
9218,Tumkur Road,1459.0,2.0,95.0,3
9219,Tumkur Road,992.0,2.0,60.0,2
9220,Tumkur Road,1066.0,2.0,52.5,2
9221,Tumkur Road,1240.0,2.0,79.0,3
9222,Tumkur Road,1441.0,2.0,95.0,3
9223,Tumkur Road,1240.0,2.0,83.0,3
9224,Tumkur Road,1027.0,2.0,67.0,2
9226,Tumkur Road,1354.0,3.0,85.86,3
9227,Ulsoor,2135.0,3.0,215.0,3
9228,Ulsoor,1275.0,2.0,120.0,2
9229,Ulsoor,1020.0,3.0,110.0,3
9230,Ulsoor,1200.0,2.0,60.0,2
9231,Ulsoor,1180.0,2.0,100.0,2
9232,Ulsoor,1340.0,3.0,90.0,3
9233,Ulsoor,1500.0,2.0,125.0,3
9234,Ulsoor,2000.0,3.0,185.0,3
9235,Ulsoor,1255.0,2.0,120.0,2
9236,Ulsoor,1685.0,4.0,185.0,3
9238,Ulsoor,2135.0,3.0,170.0,3
9239,Ulsoor,1160.0,2.0,130.0,2
9240,Uttarahalli,1440.0,2.0,62.0,3
9241,Uttarahalli,1143.0,2.0,45.0,2
9242,Uttarahalli,1020.0,2.0,45.0,2
9243,Uttarahalli,1286.0,2.0,63.0,2
9244,Uttarahalli,1101.0,2.0,45.0,2
9245,Uttarahalli,1345.0,2.0,67.0,2
9248,Uttarahalli,1175.0,2.0,47.0,2
9249,Uttarahalli,1390.0,2.0,62.55,3
9250,Uttarahalli,1330.0,2.0,56.0,3
9251,Uttarahalli,1008.0,2.0,45.0,2
9252,Uttarahalli,1390.0,2.0,60.47,3
9253,Uttarahalli,1617.0,3.0,66.68,3
9254,Uttarahalli,1150.0,2.0,49.0,2
9255,Uttarahalli,1330.0,2.0,56.0,3
9256,Uttarahalli,1200.0,2.0,44.0,2
9259,Uttarahalli,882.0,2.0,30.0,2
9260,Uttarahalli,993.0,2.0,39.71,2
9261,Uttarahalli,1045.0,2.0,45.0,2
9262,Uttarahalli,850.0,2.0,37.93,2
9264,Uttarahalli,3600.0,6.0,120.0,6
9265,Uttarahalli,1788.0,3.0,98.34,3
9266,Uttarahalli,1345.0,2.0,57.0,3
9267,Uttarahalli,1089.0,2.0,43.55,2
9269,Uttarahalli,1279.0,2.0,48.0,2
9271,Uttarahalli,1425.0,2.0,64.0,3
9272,Uttarahalli,1155.0,2.0,40.42,2
9273,Uttarahalli,1050.0,2.0,42.0,2
9274,Uttarahalli,1300.0,2.0,55.0,3
9275,Uttarahalli,1250.0,2.0,55.0,3
9276,Uttarahalli,1700.0,3.0,88.0,3
9277,Uttarahalli,1200.0,3.0,50.0,3
9278,Uttarahalli,1085.0,2.0,43.0,2
9280,Uttarahalli,1175.0,2.0,47.0,2
9281,Uttarahalli,1689.28,3.0,91.2,3
9282,Uttarahalli,1175.0,2.0,47.0,2
9283,Uttarahalli,1137.0,2.0,63.0,2
9284,Uttarahalli,1215.0,2.0,52.85,3
9286,Uttarahalli,1325.0,2.0,53.0,2
9287,Uttarahalli,1300.0,2.0,60.0,3
9288,Uttarahalli,850.0,2.0,35.0,2
9289,Uttarahalli,1627.86,3.0,88.0,3
9291,Uttarahalli,1360.0,2.0,61.2,3
9292,Uttarahalli,661.0,1.0,36.0,1
9293,Uttarahalli,1134.0,2.0,45.36,2
9295,Uttarahalli,1320.0,2.0,55.44,3
9296,Uttarahalli,1390.0,2.0,61.16,3
9297,Uttarahalli,1090.0,2.0,45.0,2
9298,Uttarahalli,1050.0,2.0,42.0,2
9299,Uttarahalli,1123.0,2.0,48.0,2
9300,Uttarahalli,1329.0,2.0,56.0,3
9301,Uttarahalli,938.0,2.0,35.0,2
9304,Uttarahalli,1100.0,1.0,45.0,2
9305,Uttarahalli,1125.0,2.0,47.0,2
9307,Uttarahalli,1685.0,3.0,85.0,3
9308,Uttarahalli,1390.0,2.0,62.55,3
9310,Uttarahalli,1180.0,2.0,41.3,2
9311,Uttarahalli,1380.0,2.0,42.0,2
9312,Uttarahalli,1737.0,2.0,95.0,3
9314,Uttarahalli,1160.0,2.0,45.0,2
9315,Uttarahalli,1280.0,2.0,60.0,3
9317,Uttarahalli,1190.0,2.0,53.55,2
9318,Uttarahalli,1330.0,2.0,57.0,3
9319,Uttarahalli,1560.0,3.0,74.0,3
9321,Uttarahalli,1125.0,2.0,48.0,2
9322,Uttarahalli,1320.0,2.0,55.44,3
9324,Uttarahalli,1160.0,2.0,40.6,2
9327,Uttarahalli,1065.0,2.0,42.59,2
9328,Uttarahalli,1075.0,2.0,46.76,2
9329,Uttarahalli,1155.0,2.0,40.6,2
9332,Uttarahalli,1215.0,2.0,52.85,3
9334,Uttarahalli,1180.0,2.0,41.3,2
9337,Uttarahalli,1002.0,2.0,40.08,2
9338,Uttarahalli,1002.0,2.0,40.08,2
9339,Uttarahalli,1075.0,2.0,40.0,2
9341,Uttarahalli,1155.0,2.0,40.43,2
9343,Uttarahalli,1025.0,2.0,35.88,2
9344,Uttarahalli,1125.0,2.0,47.65,2
9345,Uttarahalli,1300.0,2.0,55.0,2
9346,Uttarahalli,1025.0,2.0,35.88,2
9347,Uttarahalli,980.0,2.0,45.0,2
9348,Uttarahalli,1125.0,2.0,47.0,2
9353,Uttarahalli,1175.0,2.0,47.0,2
9356,Uttarahalli,1525.0,2.0,62.82,3
9357,Uttarahalli,1265.0,2.0,65.0,3
9360,Uttarahalli,1213.0,2.0,48.0,2
9362,Uttarahalli,900.0,2.0,35.0,2
9363,Uttarahalli,1065.0,2.0,42.6,2
9366,Uttarahalli,1125.0,2.0,47.0,2
9367,Uttarahalli,1270.0,2.0,55.25,3
9368,Uttarahalli,1270.0,2.0,55.25,3
9369,Uttarahalli,1107.0,2.0,45.0,2
9370,Uttarahalli,1200.0,2.0,55.0,2
9372,Uttarahalli,1460.0,3.0,76.0,3
9373,Uttarahalli,1500.0,3.0,68.0,3
9374,Uttarahalli,1120.0,2.0,50.0,2
9375,Uttarahalli,1150.0,2.0,46.0,2
9376,Uttarahalli,1330.0,2.0,58.0,3
9378,Uttarahalli,1050.0,2.0,42.0,2
9379,Uttarahalli,1125.0,2.0,48.0,2
9381,Uttarahalli,1345.0,2.0,57.0,3
9382,Uttarahalli,1345.0,2.0,57.0,3
9384,Uttarahalli,1000.0,2.0,52.0,2
9385,Uttarahalli,1037.0,2.0,36.0,2
9387,Uttarahalli,1000.0,2.0,39.5,2
9388,Uttarahalli,1125.0,1.0,45.0,2
9390,Uttarahalli,1160.0,2.0,40.58,2
9391,Uttarahalli,1123.0,2.0,60.0,2
9393,Uttarahalli,1000.0,2.0,35.0,2
9394,Uttarahalli,1330.0,2.0,57.0,3
9395,Uttarahalli,1125.0,2.0,47.0,2
9396,Uttarahalli,1165.0,1.0,42.09,2
9397,Uttarahalli,1260.0,2.0,55.0,2
9398,Uttarahalli,1284.0,2.0,53.36,2
9399,Uttarahalli,1150.0,2.0,45.99,2
9401,Uttarahalli,1290.0,2.0,56.12,3
9402,Uttarahalli,1328.0,2.0,56.0,3
9403,Uttarahalli,1040.0,2.0,36.4,2
9404,Uttarahalli,1290.0,2.0,56.12,3
9406,Uttarahalli,1075.0,2.0,46.76,2
9407,Uttarahalli,1345.0,2.0,57.0,3
9408,Varthur,1160.0,2.0,44.0,2
9409,Varthur,1385.0,2.0,80.0,2
9411,Varthur,1024.0,2.0,42.0,2
9412,Varthur,1125.0,2.0,40.0,2
9413,Varthur,1112.0,2.0,40.0,2
9414,Varthur,1055.0,2.0,45.35,2
9415,Varthur,1280.0,2.0,65.0,2
9416,Varthur,977.0,2.0,36.0,2
9417,Varthur,1250.0,3.0,71.0,3
9418,Varthur,1200.0,3.0,67.75,3
9419,Varthur,1111.0,2.0,41.88,2
9420,Varthur,1140.0,2.0,55.5,2
9421,Varthur,1012.0,2.0,59.0,2
9422,Varthur,1140.0,2.0,39.9,2
9423,Varthur,1090.0,2.0,48.0,2
9424,Varthur,1450.0,3.0,71.0,3
9425,Varthur,1210.0,2.0,60.0,2
9426,Varthur,1070.0,2.0,46.0,2
9427,Varthur,1360.0,2.0,85.0,3
9428,Varthur,965.0,2.0,34.0,2
9429,Varthur,1120.0,2.0,44.24,2
9430,Varthur,1395.0,2.0,79.0,3
9431,Varthur,1085.0,2.0,45.0,2
9432,Varthur,1250.0,2.0,47.0,2
9433,Varthur,1200.0,3.0,68.38,3
9435,Varthur,1155.0,2.0,60.0,2
9436,Varthur,1035.0,2.0,60.0,2
9437,Varthur,1155.0,2.0,39.0,2
9438,Varthur,1180.0,2.0,55.0,2
9440,Varthur,1738.0,2.0,57.35,2
9441,Varthur,1045.0,2.0,40.65,2
9442,Varthur,1155.0,2.0,39.0,2
9444,Varthur,1210.0,2.0,64.15,2
9446,Varthur,1105.0,2.0,38.0,2
9447,Varthur,1560.0,3.0,90.0,3
9448,Varthur,1760.0,2.0,85.0,2
9449,Varthur,1210.0,2.0,54.0,2
9450,Varthur,1112.0,2.0,40.0,2
9452,Varthur,1000.0,1.0,65.0,2
9454,Varthur Road,900.0,2.0,27.0,2
9455,Varthur Road,1277.0,2.0,59.0,2
9456,Varthur Road,1247.0,2.0,58.0,3
9457,Varthur Road,1050.0,2.0,42.7,2
9458,Varthur Road,1255.0,2.0,52.76,2
9460,Varthur Road,1033.0,2.0,32.0,2
9461,Varthur Road,1140.0,2.0,49.11,2
9462,Varthur Road,850.0,2.0,25.4,2
9463,Vasanthapura,1022.0,2.0,40.0,2
9464,Vasanthapura,1135.0,2.0,39.73,2
9465,Vasanthapura,995.0,2.0,34.82,2
9466,Vasanthapura,995.0,2.0,34.82,2
9467,Vasanthapura,940.0,2.0,40.0,2
9468,Vasanthapura,1037.0,2.0,36.28,2
9469,Vasanthapura,978.0,2.0,34.22,2
9470,Vasanthapura,1037.0,2.0,36.28,2
9471,Vidyaranyapura,1440.0,2.0,95.0,2
9472,Vidyaranyapura,1062.0,2.0,38.0,2
9473,Vidyaranyapura,1200.0,2.0,55.0,2
9474,Vidyaranyapura,1200.0,4.0,90.0,4
9476,Vidyaranyapura,1060.0,2.0,55.0,2
9477,Vidyaranyapura,1100.0,2.0,54.0,2
9478,Vidyaranyapura,1440.0,2.0,70.0,3
9479,Vidyaranyapura,1100.0,2.0,54.0,2
9480,Vidyaranyapura,1000.0,2.0,35.0,2
9482,Vidyaranyapura,1120.0,2.0,70.0,2
9483,Vidyaranyapura,945.0,2.0,40.0,2
9484,Vidyaranyapura,1100.0,2.0,54.0,2
9485,Vidyaranyapura,1200.0,2.0,65.0,3
9486,Vidyaranyapura,1200.0,2.0,52.0,2
9487,Vidyaranyapura,1050.0,2.0,50.0,2
9488,Vidyaranyapura,1188.0,2.0,50.0,2
9489,Vidyaranyapura,1100.0,2.0,75.0,3
9490,Vidyaranyapura,1100.0,2.0,72.0,3
9491,Vidyaranyapura,2400.0,5.0,135.0,4
9492,Vidyaranyapura,1100.0,2.0,41.0,2
9493,Vidyaranyapura,1200.0,2.0,60.5,2
9494,Vidyaranyapura,1200.0,2.0,42.0,2
9495,Vijayanagar,1704.0,3.0,110.0,3
9496,Vijayanagar,1933.0,3.0,129.0,3
9498,Vijayanagar,1450.0,3.0,100.0,3
9499,Vijayanagar,1580.0,2.0,134.0,3
9500,Vijayanagar,1826.0,3.0,121.0,3
9501,Vijayanagar,1739.0,3.0,116.0,3
9502,Vijayanagar,1490.0,3.0,100.0,3
9503,Vijayanagar,1180.0,2.0,65.0,2
9504,Vijayanagar,606.0,1.0,34.78,1
9505,Vijayanagar,1352.0,2.0,68.0,2
9506,Vijayanagar,1527.0,3.0,115.0,3
9507,Vijayanagar,989.0,2.0,60.0,2
9508,Vijayanagar,1520.0,2.0,103.0,3
9509,Vijayanagar,1749.0,3.0,117.0,3
9510,Vijayanagar,1046.0,2.0,75.0,2
9511,Vijayanagar,606.0,1.0,40.0,1
9512,Vijayanagar,1200.0,2.0,62.0,2
9515,Vijayanagar,1760.0,3.0,140.0,3
9516,Vijayanagar,2047.0,3.0,136.0,3
9517,Vijayanagar,1200.0,2.0,75.0,3
9518,Vijayanagar,1178.0,2.0,82.0,2
9519,Vijayanagar,864.0,2.0,45.0,2
9520,Vijayanagar,2100.0,6.0,252.0,4
9521,Vijayanagar,920.0,2.0,60.0,2
9522,Vijayanagar,1019.0,2.0,58.0,2
9523,Vijayanagar,2400.0,6.0,125.0,5
9524,Vijayanagar,1180.0,2.0,86.0,2
9525,Vijayanagar,1046.0,2.0,49.06,2
9526,Vijayanagar,2400.0,2.0,230.0,1
9527,Vijayanagar,492.0,1.0,40.0,1
9529,Vishveshwarya Layout,750.0,1.0,30.0,1
9530,Vishveshwarya Layout,2000.0,4.0,75.0,4
9531,Vishveshwarya Layout,2100.0,6.0,92.0,6
9532,Vishveshwarya Layout,2000.0,3.0,90.0,4
9533,Vishwapriya Layout,820.0,2.0,30.0,2
9534,Vishwapriya Layout,770.0,2.0,30.0,2
9535,Vishwapriya Layout,910.0,2.0,36.0,2
9536,Vishwapriya Layout,890.0,2.0,37.0,2
9537,Vittasandra,1404.0,2.0,71.0,2
9538,Vittasandra,1246.0,2.0,67.0,2
9539,Vittasandra,1404.0,2.0,69.3,2
9540,Vittasandra,1246.0,2.0,67.3,2
9541,Vittasandra,1246.0,2.0,64.5,2
9542,Vittasandra,1246.0,2.0,64.5,2
9543,Vittasandra,1246.0,2.0,68.0,2
9545,Vittasandra,1238.0,2.0,67.0,2
9546,Vittasandra,1404.0,2.0,75.0,2
9547,Vittasandra,1246.0,2.0,65.0,2
9548,Vittasandra,1238.0,2.0,67.0,2
9549,Vittasandra,1246.0,2.0,67.4,2
9550,Vittasandra,1259.0,2.0,67.4,2
9551,Vittasandra,1404.0,2.0,68.8,2
9552,Vittasandra,1246.0,2.0,62.3,2
9553,Vittasandra,1246.0,2.0,63.0,2
9554,Vittasandra,1246.0,2.0,67.4,2
9555,Vittasandra,1246.0,2.0,65.4,2
9557,Vittasandra,1238.0,2.0,67.32,2
9558,Vittasandra,1246.0,2.0,67.4,2
9560,Vittasandra,1246.0,2.0,67.3,2
9561,Vittasandra,1404.0,2.0,70.0,2
9562,Vittasandra,1259.0,2.0,67.48,2
9563,Vittasandra,1404.0,2.0,75.0,2
9565,Vittasandra,1246.0,2.0,67.0,2
9568,Vittasandra,1404.0,2.0,72.0,2
9569,Vittasandra,1246.0,2.0,67.5,2
9570,Vittasandra,1246.0,2.0,67.5,2
9571,Vittasandra,1404.0,2.0,70.0,2
9572,Vittasandra,1246.0,2.0,65.0,2
9573,Vittasandra,1246.0,2.0,67.4,2
9577,Whitefield,1610.0,3.0,81.0,3
9578,Whitefield,1459.0,2.0,94.82,2
9583,Whitefield,1280.0,2.0,75.0,2
9585,Whitefield,1910.0,3.0,161.0,3
9586,Whitefield,3252.0,4.0,230.0,4
9587,Whitefield,11890.0,4.0,700.0,4
9590,Whitefield,1150.0,2.0,70.0,2
9591,Whitefield,1768.0,3.0,101.0,3
9593,Whitefield,1600.0,3.0,86.0,3
9594,Whitefield,4144.0,4.0,315.0,4
9595,Whitefield,4104.0,4.0,360.0,4
9596,Whitefield,1790.0,3.0,100.0,3
9597,Whitefield,1720.0,3.0,100.0,3
9599,Whitefield,1640.0,4.0,91.0,3
9602,Whitefield,2280.0,4.0,126.0,3
9606,Whitefield,1897.0,3.0,130.0,3
9607,Whitefield,2225.0,2.0,125.0,3
9608,Whitefield,4348.0,2.0,304.0,4
9611,Whitefield,2268.0,3.0,163.0,4
9614,Whitefield,2400.0,4.0,200.0,4
9616,Whitefield,1360.0,2.0,95.0,2
9618,Whitefield,1697.0,3.0,94.79,3
9619,Whitefield,5000.0,4.0,400.0,4
9620,Whitefield,3000.0,5.0,250.0,4
9621,Whitefield,1700.0,3.0,115.0,3
9624,Whitefield,2842.0,3.0,162.0,3
9628,Whitefield,1500.0,3.0,130.0,3
9629,Whitefield,1280.0,2.0,75.0,2
9631,Whitefield,1405.0,2.0,78.0,3
9632,Whitefield,2225.0,3.0,115.0,3
9633,Whitefield,1272.0,2.0,95.05,2
9636,Whitefield,1192.0,2.0,71.0,2
9640,Whitefield,1626.0,3.0,89.0,3
9641,Whitefield,1585.0,3.0,88.0,3
9642,Whitefield,665.0,2.0,28.585,1
9644,Whitefield,1280.0,2.0,85.0,2
9645,Whitefield,1200.0,3.0,68.5,3
9646,Whitefield,4000.0,4.0,330.0,4
9647,Whitefield,1697.0,3.0,108.0,3
9649,Whitefield,3606.0,4.0,312.0,4
9650,Whitefield,1485.0,2.0,90.0,2
9651,Whitefield,950.0,1.0,50.0,1
9652,Whitefield,3584.0,4.0,199.0,4
9653,Whitefield,825.0,1.0,45.0,1
9656,Whitefield,1635.0,2.0,85.0,3
9657,Whitefield,1216.0,2.0,79.0,2
9663,Whitefield,920.0,2.0,63.0,2
9665,Whitefield,1170.0,2.0,71.0,2
9666,Whitefield,1118.0,2.0,75.0,2
9667,Whitefield,1800.0,3.0,110.0,3
9668,Whitefield,1562.0,3.0,103.0,3
9671,Whitefield,2321.0,4.0,128.0,3
9672,Whitefield,1320.0,2.0,95.0,2
9675,Whitefield,3010.0,3.0,200.0,3
9676,Whitefield,1346.0,2.0,96.17,2
9677,Whitefield,3850.0,5.0,316.0,3
9681,Whitefield,2500.0,4.0,155.0,4
9682,Whitefield,905.0,1.0,55.0,1
9684,Whitefield,2268.0,3.0,146.0,4
9687,Whitefield,630.0,1.0,32.79,1
9688,Whitefield,3537.0,5.0,210.0,4
9690,Whitefield,1697.0,3.0,115.0,3
9694,Whitefield,3250.0,5.0,290.0,5
9698,Whitefield,1269.0,2.0,75.0,2
9699,Whitefield,3227.0,5.0,250.0,5
9700,Whitefield,1545.0,3.0,79.0,3
9703,Whitefield,3262.0,4.0,260.0,4
9705,Whitefield,1132.0,2.0,79.28,2
9708,Whitefield,2830.0,5.0,160.0,4
9710,Whitefield,1195.0,2.0,70.0,2
9711,Whitefield,3480.0,4.0,284.0,3
9714,Whitefield,709.0,1.0,34.385,1
9716,Whitefield,1320.0,2.0,79.5,2
9717,Whitefield,750.0,2.0,52.7,2
9718,Whitefield,1200.0,3.0,61.96,3
9723,Whitefield,2094.0,2.0,113.19,3
9725,Whitefield,3445.0,5.0,270.0,4
9726,Whitefield,1700.0,3.0,140.0,3
9727,Whitefield,4827.0,4.0,400.0,4
9728,Whitefield,1405.0,2.0,84.5,2
9730,Whitefield,3252.0,4.0,280.0,4
9732,Whitefield,1150.0,2.0,90.0,2
9733,Whitefield,2400.0,4.0,147.0,4
9735,Whitefield,624.0,1.0,35.0,1
9738,Whitefield,1700.0,3.0,95.0,3
9739,Whitefield,4960.0,4.0,400.0,4
9740,Whitefield,2928.0,4.0,198.0,4
9742,Whitefield,2700.0,5.0,175.0,3
9743,Whitefield,1216.0,2.0,84.0,2
9744,Whitefield,2882.0,5.0,204.0,4
9745,Whitefield,1840.0,3.0,140.0,3
9746,Whitefield,1778.0,3.0,122.0,3
9748,Whitefield,650.0,1.0,25.0,1
9749,Whitefield,2155.0,3.0,125.0,4
9750,Whitefield,905.0,1.0,52.0,1
9755,Whitefield,1216.0,2.0,75.0,2
9757,Whitefield,1255.0,2.0,77.0,2
9758,Whitefield,1216.0,2.0,73.0,2
9759,Whitefield,709.0,1.0,34.735,1
9763,Whitefield,1745.0,3.0,100.0,3
9764,Whitefield,3200.0,4.0,224.0,4
9766,Whitefield,825.0,1.0,44.9,1
9770,Whitefield,1870.0,3.0,138.0,3
9773,Whitefield,1862.0,3.0,125.0,3
